Record,Serial,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Fix_Status,DOP,V_GPS,Limit,Alerts,Trip,KeyTag,Engine RPM,V_ODO,V,Ay,Ax,Absolute throttle position,Relative throttle position,Absolute throttle position B,Accelerator pedal position D,Accelerator pedal position E
120974,380,2010,1,15,15,39,48,45.392372,-75.761328,2,0.5,74.1,60,0,980,0,1576.75,75,74.55,-0.821107983,-0.922853448,NaN,NaN,NaN,NaN,NaN
120975,380,2010,1,15,15,39,49,45.392197,-75.76141,2,0.5,73.3,60,0,980,0,1704.5,74,73.65,-0.830842964,-0.756321766,19.992,NaN,NaN,NaN,NaN
120976,380,2010,1,15,15,39,50,45.392025,-75.761502,2,0.5,72.6,60,0,980,0,NaN,NaN,73.05,-0.799548135,-1.12933754,19.992,NaN,NaN,NaN,NaN
120977,380,2010,1,15,15,39,51,45.391858,-75.761603,2,0.5,71.1,60,0,980,0,1441,73,72.05,-0.835654612,-1.363797034,23.128,NaN,NaN,NaN,NaN
120978,380,2010,1,15,15,39,52,45.391698,-75.76171,2,0.5,69.6,60,0,980,0,1766.5,71,70.3,-0.799641555,-0.968120864,NaN,NaN,NaN,NaN,NaN
120979,380,2010,1,15,15,39,53,45.391545,-75.761827,2,0.5,68.9,60,0,980,0,1626,70,69.45,-0.809017141,-0.637970223,19.992,NaN,NaN,NaN,NaN
120980,380,2010,1,15,15,39,54,45.391397,-75.761948,2,0.4,68.2,60,0,980,0,NaN,NaN,68.85,-0.928049356,-0.200987963,29.4,NaN,NaN,NaN,NaN
120981,380,2010,1,15,15,39,55,45.391253,-75.762082,2,0.4,67.4,60,0,980,0,1705.5,69,68.2,-0.922309559,0.588555374,32.928,NaN,NaN,NaN,NaN
120982,380,2010,1,15,15,39,56,45.391115,-75.762225,2,0.4,68.2,60,0,980,0,2267,70,69.1,-0.898549377,0.756316082,NaN,NaN,NaN,NaN,NaN
120983,380,2010,1,15,15,39,57,45.39098,-75.762378,2,0.4,68.9,60,0,980,0,2057.25,71,69.95,-0.841676245,0.453540631,24.696,NaN,NaN,NaN,NaN
120984,380,2010,1,15,15,39,58,45.390848,-75.762542,2,0.4,69.6,60,0,980,0,NaN,NaN,70.3,-0.727190633,0.900084466,33.712,NaN,NaN,NaN,NaN
120985,380,2010,1,15,15,39,59,45.39072,-75.762713,2,0.4,70.4,60,0,980,0,2250,71,70.7,-0.634506128,1.533549605,35.672,NaN,NaN,NaN,NaN
120986,380,2010,1,15,15,40,0,45.390593,-75.762893,2,0.4,71.9,60,0,980,0,2396.5,74,72.95,-0.477287435,1.157862886,NaN,NaN,NaN,NaN,NaN
120987,380,2010,1,15,15,40,1,45.390467,-75.76308,2,0.4,73.3,60,0,980,0,2238.25,NaN,73.9,-0.178194699,0.72663317,38.808,NaN,NaN,NaN,NaN
120988,380,2010,1,15,15,40,2,45.39034,-75.763273,2,0.5,74.1,60,0,980,0,NaN,75,74.55,0.222218444,0.569923393,28.224,NaN,NaN,NaN,NaN
120989,380,2010,1,15,15,40,3,45.39021,-75.763465,2,0.5,74.8,60,0,980,0,2197.25,76,75.4,0.659928492,0.068793104,19.992,NaN,NaN,NaN,NaN
120990,380,2010,1,15,15,40,4,45.390075,-75.763652,2,0.5,74.8,60,0,980,0,1989,76,75.4,0.81551139,-0.205798231,NaN,NaN,NaN,NaN,NaN
120991,380,2010,1,15,15,40,5,45.389933,-75.763827,2,0.4,74.1,60,0,980,0,2077,NaN,75.05,0.80588143,-0.072555458,20.384,NaN,NaN,NaN,NaN
120992,380,2010,1,15,15,40,6,45.389788,-75.763995,2,0.4,74.1,60,0,980,0,NaN,76,75.05,0.882861333,-0.131625286,33.712,NaN,NaN,NaN,NaN
120993,380,2010,1,15,15,40,7,45.389638,-75.764153,2,0.4,74.1,60,0,980,0,1937.5,76,75.05,0.919950255,-0.447982728,21.168,NaN,NaN,NaN,NaN
120994,380,2010,1,15,15,40,8,45.389483,-75.764302,2,0.4,74.1,60,0,980,0,1886.75,75,74.55,0.924109002,-0.619204247,NaN,NaN,NaN,NaN,NaN
120995,380,2010,1,15,15,40,9,45.389323,-75.76444,2,0.5,73.3,60,0,980,0,1900.75,NaN,73.9,0.972065293,-0.682048643,21.168,NaN,NaN,NaN,NaN
120996,380,2010,1,15,15,40,10,45.389163,-75.764565,2,0.5,72.6,60,0,980,0,NaN,74,73.3,0.884724092,-0.913454542,20.384,NaN,NaN,NaN,NaN
120997,380,2010,1,15,15,40,11,45.388998,-75.764677,2,0.4,71.9,60,0,980,0,1719.5,73,72.45,0.606717975,-0.898300296,NaN,NaN,NaN,NaN,NaN
120998,380,2010,1,15,15,40,12,45.388835,-75.76478,2,0.4,70.4,60,0,980,0,2083.25,72,71.2,0.33768102,-0.449682971,25.872,NaN,NaN,NaN,NaN
120999,380,2010,1,15,15,40,13,45.388672,-75.764878,2,0.4,70.4,60,0,980,0,NaN,NaN,70.95,-0.01572893,-0.407802698,23.912,NaN,NaN,NaN,NaN
121000,380,2010,1,15,15,40,14,45.388508,-75.764977,2,0.4,70.4,60,0,980,0,1738.75,71,70.7,-0.389719132,-0.384935173,28.616,NaN,NaN,NaN,NaN
121001,380,2010,1,15,15,40,15,45.388348,-75.76508,2,0.4,69.6,60,0,980,0,1805.75,70,69.8,-0.606720068,0.076786856,NaN,NaN,NaN,NaN,NaN
121002,380,2010,1,15,15,40,16,45.388192,-75.765192,2,0.4,69.6,60,0,980,0,1893.75,71,70.3,-0.653381497,0.243723674,33.32,NaN,NaN,NaN,NaN
121003,380,2010,1,15,15,40,17,45.388038,-75.765312,2,0.4,69.6,60,0,980,0,NaN,NaN,70.3,-0.75126296,0.47605876,31.36,NaN,NaN,NaN,NaN
121004,380,2010,1,15,15,40,18,45.387887,-75.76544,2,0.4,70.4,60,0,980,0,2011,71,70.7,-0.862545711,0.71421124,30.576,NaN,NaN,NaN,NaN
121005,380,2010,1,15,15,40,19,45.38774,-75.765578,2,0.4,70.4,60,0,980,0,2205.75,73,71.7,-0.896120463,0.388464124,NaN,NaN,NaN,NaN,NaN
121006,380,2010,1,15,15,40,20,45.387595,-75.765728,2,0.5,71.1,60,0,980,0,1873.75,NaN,72.05,-0.855795129,0.162112327,31.752,NaN,NaN,NaN,NaN
121007,380,2010,1,15,15,40,21,45.387455,-75.765887,2,0.4,71.1,60,0,980,0,NaN,73,72.05,-0.866524014,0.444131319,32.928,NaN,NaN,NaN,NaN
121008,380,2010,1,15,15,40,22,45.387318,-75.766055,2,0.5,71.9,60,0,980,0,2072.5,73,72.45,-0.697220251,0.774561083,36.848,NaN,NaN,NaN,NaN
121009,380,2010,1,15,15,40,23,45.387187,-75.766232,2,0.5,72.6,60,0,980,0,2264.25,74,73.3,-0.463628753,0.972163089,NaN,NaN,NaN,NaN,NaN
121010,380,2010,1,15,15,40,24,45.387055,-75.766413,2,0.4,73.3,60,0,980,0,2401.75,NaN,74.15,-0.291171806,1.313257199,38.416,NaN,NaN,NaN,NaN
121011,380,2010,1,15,15,40,25,45.386923,-75.766602,2,0.4,74.8,60,0,980,0,NaN,76,75.4,-0.147408394,0.932268178,38.416,NaN,NaN,NaN,NaN
121012,380,2010,1,15,15,40,26,45.386788,-75.766793,2,0.4,76.3,60,0,980,0,1991,78,77.15,-0.05365241,-0.286722266,NaN,NaN,NaN,NaN,NaN
121013,380,2010,1,15,15,40,27,45.386655,-75.766985,2,0.5,75.6,60,0,980,0,1980.5,77,76.3,0.145345466,-0.738130002,19.992,NaN,NaN,NaN,NaN
121014,380,2010,1,15,15,40,28,45.386522,-75.767173,2,0.5,74.8,60,0,980,0,1900.25,NaN,75.65,0.42165359,-0.681103943,33.712,NaN,NaN,NaN,NaN
121015,380,2010,1,15,15,40,29,45.386387,-75.767358,2,0.5,74.1,60,0,980,0,NaN,76,75.05,0.617870859,-0.336330079,27.048,NaN,NaN,NaN,NaN
121016,380,2010,1,15,15,40,30,45.386248,-75.767533,2,0.5,73.3,60,0,980,0,2207.5,75,74.15,0.646670811,0.29591248,NaN,NaN,NaN,NaN,NaN
121017,380,2010,1,15,15,40,31,45.386105,-75.767702,2,0.4,74.1,60,0,980,0,2184.25,76,75.05,0.66860304,0.21604167,25.872,NaN,NaN,NaN,NaN
121018,380,2010,1,15,15,40,32,45.385958,-75.767865,2,0.5,74.1,60,0,980,0,2019.5,NaN,75.05,0.715123476,-0.02729241,34.496,NaN,NaN,NaN,NaN
121019,380,2010,1,15,15,40,33,45.385808,-75.76802,2,0.5,74.1,60,0,980,0,NaN,76,75.05,0.754709627,0.003447833,29.4,NaN,NaN,NaN,NaN
121020,380,2010,1,15,15,40,34,45.385653,-75.768168,2,0.4,74.1,60,0,980,0,2129,76,75.05,0.703009051,0.168513844,NaN,NaN,NaN,NaN,NaN
121021,380,2010,1,15,15,40,35,45.385495,-75.768307,2,0.4,74.1,60,0,980,0,2259.75,76,75.05,0.589700255,0.499639088,34.496,NaN,NaN,NaN,NaN
121022,380,2010,1,15,15,40,36,45.385332,-75.768442,2,0.5,74.8,60,0,980,0,2063.25,NaN,75.65,0.376178319,0.218463249,31.752,NaN,NaN,NaN,NaN
121023,380,2010,1,15,15,40,37,45.385167,-75.768572,2,0.4,75.6,60,0,980,0,NaN,77,76.3,0.212776279,-0.844187126,19.992,NaN,NaN,NaN,NaN
121024,380,2010,1,15,15,40,38,45.385002,-75.768702,2,0.4,74.8,60,0,980,0,1719.5,76,75.4,0.019227425,-1.132316681,26.656,NaN,NaN,NaN,NaN
121122,380,2010,1,15,15,42,16,45.374155,-75.785012,2,0.6,71.1,60,0,980,0,1746.25,73,72.05,1.548485839,0.497052987,NaN,NaN,NaN,NaN,NaN
121123,380,2010,1,15,15,42,17,45.374012,-75.785163,2,0.6,71.1,60,0,980,0,1771.5,NaN,72.3,1.523207883,0.669321701,34.104,NaN,NaN,NaN,NaN
121124,380,2010,1,15,15,42,18,45.37386,-75.785302,2,0.4,72.6,60,0,980,0,NaN,74,73.3,1.534375537,0.394134991,29.4,NaN,NaN,NaN,NaN
121125,380,2010,1,15,15,42,19,45.3737,-75.785425,2,0.4,73.3,60,0,980,0,1797.5,74,73.65,1.530928703,-0.049790828,21.168,NaN,NaN,NaN,NaN
121126,380,2010,1,15,15,42,20,45.373533,-75.785532,2,0.4,73.3,60,0,980,0,2095.75,74,73.65,1.567939059,-0.289371417,NaN,NaN,NaN,NaN,NaN
121127,380,2010,1,15,15,42,21,45.373362,-75.78562,2,0.4,72.6,60,0,980,0,1758.75,NaN,73.3,1.567254634,-0.259105351,21.952,NaN,NaN,NaN,NaN
121128,380,2010,1,15,15,42,22,45.373187,-75.785688,2,0.4,71.9,60,0,980,0,NaN,74,72.95,1.536721522,-0.319245313,33.32,NaN,NaN,NaN,NaN
121129,380,2010,1,15,15,42,23,45.37301,-75.785737,2,0.4,71.9,60,0,980,0,1989,74,72.95,1.640764589,-0.565071979,21.56,NaN,NaN,NaN,NaN
121130,380,2010,1,15,15,42,24,45.372833,-75.785767,2,0.4,71.1,60,0,980,0,1983.25,73,72.05,1.356518957,-0.280592739,NaN,NaN,NaN,NaN,NaN
121131,380,2010,1,15,15,42,25,45.372653,-75.785778,2,0.4,70.4,60,0,980,0,1982.5,NaN,71.7,1.235656042,-0.006790245,30.968,NaN,NaN,NaN,NaN
121132,380,2010,1,15,15,42,26,45.372477,-75.785772,2,0.4,71.1,60,0,980,0,NaN,73,72.05,1.510891202,-0.534148647,31.36,NaN,NaN,NaN,NaN
121133,380,2010,1,15,15,42,27,45.372298,-75.785748,2,0.4,71.1,60,0,980,0,1927,72,71.55,1.482756339,-0.777268367,24.304,NaN,NaN,NaN,NaN
121134,380,2010,1,15,15,42,28,45.372123,-75.785705,2,0.4,69.6,60,0,980,0,2006,71,70.3,1.377440076,-0.141153163,NaN,NaN,NaN,NaN,NaN
121135,380,2010,1,15,15,42,29,45.371952,-75.785643,2,0.4,69.6,60,0,980,0,2160.75,NaN,70.3,1.354884255,0.130464729,33.712,NaN,NaN,NaN,NaN
121136,380,2010,1,15,15,42,30,45.371783,-75.785567,2,0.4,70.4,60,0,980,0,NaN,71,70.7,1.374095981,0.124309644,26.656,NaN,NaN,NaN,NaN
121137,380,2010,1,15,15,42,31,45.37162,-75.785473,2,0.5,69.6,60,0,980,0,2125.75,71,70.3,1.339912442,0.477065143,NaN,NaN,NaN,NaN,NaN
121138,380,2010,1,15,15,42,32,45.37146,-75.785363,2,0.5,70.4,60,0,980,0,2062.5,72,71.2,1.320254364,0.390264408,33.32,NaN,NaN,NaN,NaN
121139,380,2010,1,15,15,42,33,45.371305,-75.785238,2,0.5,71.1,60,0,980,0,2183.5,NaN,71.55,1.15993478,0.302676071,32.536,NaN,NaN,NaN,NaN
121140,380,2010,1,15,15,42,34,45.371155,-75.785098,2,0.5,71.1,60,0,980,0,NaN,72,71.55,0.919613546,0.355978403,29.792,NaN,NaN,NaN,NaN
121231,380,2010,1,15,15,44,5,45.363948,-75.785103,2,0.4,31.9,60,0,980,0,NaN,NaN,31.2,-0.105312045,-5.425333868,19.992,NaN,NaN,NaN,NaN
121232,380,2010,1,15,15,44,6,45.363908,-75.785192,2,0.4,26.7,60,0,980,0,863.25,27,26.85,-0.028923106,-6.846948663,19.992,NaN,NaN,NaN,NaN
121233,380,2010,1,15,15,44,7,45.363877,-75.785263,2,0.4,20,60,0,980,0,871.25,17,18.5,-0.039025682,-5.991559322,NaN,NaN,NaN,NaN,NaN
121234,380,2010,1,15,15,44,8,45.363855,-75.785313,2,0.4,12.6,60,0,980,0,798.75,NaN,12.8,-0.021082279,-4.762103989,19.992,NaN,NaN,NaN,NaN
121235,380,2010,1,15,15,44,9,45.363842,-75.785345,2,0.4,7.4,60,0,980,0,NaN,9,8.2,-0.001520695,-4.326097394,19.992,NaN,NaN,NaN,NaN
121236,380,2010,1,15,15,44,10,45.363835,-75.785362,2,0.4,3,60,0,980,0,792.75,4,3.5,0,-2.748000237,NaN,NaN,NaN,NaN,NaN
121237,380,2010,1,15,15,44,11,45.363832,-75.785368,2,0.4,0,60,0,980,0,816.75,0,0,0,-0.638385044,19.992,NaN,NaN,NaN,NaN
121238,380,2010,1,15,15,44,12,45.363832,-75.785368,2,0.4,0,60,0,980,0,NaN,NaN,0,0,0.080646786,19.992,NaN,NaN,NaN,NaN
121239,380,2010,1,15,15,44,13,45.363832,-75.785368,2,0.4,0,60,0,980,0,761,0,0,0,-0.010188058,19.992,NaN,NaN,NaN,NaN
121240,380,2010,1,15,15,44,14,45.363833,-75.785368,2,0.4,0,60,0,980,0,735.75,0,0,0,0.001287051,NaN,NaN,NaN,NaN,NaN
121241,380,2010,1,15,15,44,15,45.363833,-75.785368,2,0.4,0,60,0,980,0,710.75,NaN,0,0,-0.000162592,19.992,NaN,NaN,NaN,NaN
121242,380,2010,1,15,15,44,16,45.363833,-75.785367,2,0.4,0,60,0,980,0,NaN,0,0,0,2.05E-05,19.992,NaN,NaN,NaN,NaN
121243,380,2010,1,15,15,44,17,45.363833,-75.785367,2,0.4,0,60,0,980,0,703,0,0,0,-2.59E-06,NaN,NaN,NaN,NaN,NaN
121244,380,2010,1,15,15,44,18,45.363833,-75.785367,2,0.5,0,60,0,980,0,696.5,0,0,0,3.28E-07,19.992,NaN,NaN,NaN,NaN
121245,380,2010,1,15,15,44,19,45.363835,-75.785367,2,0.5,0,60,0,980,0,680,NaN,0,0,-4.14E-08,19.992,NaN,NaN,NaN,NaN
121246,380,2010,1,15,15,44,20,45.363835,-75.785367,2,0.5,0,60,0,980,0,NaN,0,0,0,5.23E-09,19.992,NaN,NaN,NaN,NaN
121247,380,2010,1,15,15,44,21,45.363837,-75.785367,2,0.5,0,60,0,980,0,669.5,0,0,0,-6.61E-10,19.992,NaN,NaN,NaN,NaN
121248,380,2010,1,15,15,44,22,45.363837,-75.785367,2,0.5,0,60,0,980,0,661.75,0,0,0,8.35E-11,NaN,NaN,NaN,NaN,NaN
121249,380,2010,1,15,15,44,23,45.363837,-75.785367,2,0.5,0,60,0,980,0,650.5,NaN,0,0,-1.05E-11,19.992,NaN,NaN,NaN,NaN
121250,380,2010,1,15,15,44,24,45.363837,-75.785367,2,0.5,0,60,0,980,0,NaN,0,0,0,1.33E-12,19.992,NaN,NaN,NaN,NaN
121251,380,2010,1,15,15,44,25,45.363837,-75.785367,2,0.5,0,60,0,980,0,676,0,0,0,-1.68E-13,NaN,NaN,NaN,NaN,NaN
121252,380,2010,1,15,15,44,26,45.363837,-75.785368,2,0.5,0,60,0,980,0,602,0,0,0,2.13E-14,19.992,NaN,NaN,NaN,NaN
121253,380,2010,1,15,15,44,27,45.363837,-75.785368,2,0.5,0,60,0,980,0,NaN,NaN,0,0,-2.69E-15,19.992,NaN,NaN,NaN,NaN
121254,380,2010,1,15,15,44,28,45.363837,-75.785368,2,0.5,0,60,0,980,0,640.75,0,0,0,3.39E-16,19.992,NaN,NaN,NaN,NaN
121255,380,2010,1,15,15,44,29,45.363837,-75.785368,2,0.5,0,60,0,980,0,630.5,0,0,0,-4.29E-17,NaN,NaN,NaN,NaN,NaN
121256,380,2010,1,15,15,44,30,45.363838,-75.785368,2,0.5,0,60,0,980,0,637.25,NaN,0,0,5.42E-18,19.992,NaN,NaN,NaN,NaN
121257,380,2010,1,15,15,44,31,45.363838,-75.78537,2,0.4,0,60,0,980,0,NaN,0,0,0,-6.84E-19,19.992,NaN,NaN,NaN,NaN
121258,380,2010,1,15,15,44,32,45.363838,-75.78537,2,0.4,0,60,0,980,0,643.5,0,0,0,8.64E-20,NaN,NaN,NaN,NaN,NaN
121259,380,2010,1,15,15,44,33,45.36384,-75.78537,2,0.5,0,60,0,980,0,628.25,0,0,0,-1.09E-20,19.992,NaN,NaN,NaN,NaN
121260,380,2010,1,15,15,44,34,45.36384,-75.78537,2,0.5,0,60,0,980,0,647.25,NaN,0,0,1.38E-21,19.992,NaN,NaN,NaN,NaN
121261,380,2010,1,15,15,44,35,45.36384,-75.785372,2,0.5,0,60,0,980,0,NaN,0,0,0,-1.74E-22,19.992,NaN,NaN,NaN,NaN
121262,380,2010,1,15,15,44,36,45.36384,-75.785372,2,0.6,0,60,0,980,0,639,0,0,0,2.20E-23,NaN,NaN,NaN,NaN,NaN
121263,380,2010,1,15,15,44,37,45.36384,-75.785373,2,0.6,0,60,0,980,0,611.5,0,0,0,-2.78E-24,19.992,NaN,NaN,NaN,NaN
121264,380,2010,1,15,15,44,38,45.363838,-75.785373,2,0.6,0,60,0,980,0,641.25,NaN,0,0,3.51E-25,19.992,NaN,NaN,NaN,NaN
121265,380,2010,1,15,15,44,39,45.363838,-75.785373,2,0.6,0,60,0,980,0,NaN,0,0,0,-4.44E-26,19.992,NaN,NaN,NaN,NaN
121266,380,2010,1,15,15,44,40,45.363838,-75.785372,2,0.6,0,60,0,980,0,725.5,0,0,0,5.61E-27,NaN,NaN,NaN,NaN,NaN
121267,380,2010,1,15,15,44,41,45.36384,-75.785372,2,0.6,0,60,0,980,0,683.75,0,0,0,-7.08E-28,19.992,NaN,NaN,NaN,NaN
121268,380,2010,1,15,15,44,42,45.36384,-75.785372,2,0.6,0,60,0,980,0,NaN,NaN,0,0,0.450531751,19.992,NaN,NaN,NaN,NaN
121269,380,2010,1,15,15,44,43,45.36384,-75.785373,2,0.6,0,60,0,980,0,720.75,0,0,-6.62E-18,3.082727746,25.872,NaN,NaN,NaN,NaN
121270,380,2010,1,15,15,44,44,45.363838,-75.785377,2,0.6,2.2,60,0,980,0,1440,1,1.6,-9.34E-17,6.227746018,NaN,NaN,NaN,NaN,NaN
121271,380,2010,1,15,15,44,45,45.363832,-75.785393,2,0.6,8.1,60,0,980,0,1935.5,11,9.55,0.058487524,6.393602504,30.184,NaN,NaN,NaN,NaN
121272,380,2010,1,15,15,44,46,45.363815,-75.785432,2,0.6,15.6,60,0,980,0,NaN,NaN,15.55,0.124875404,6.119225847,38.416,NaN,NaN,NaN,NaN
121273,380,2010,1,15,15,44,47,45.363788,-75.785488,2,0.6,22.2,60,0,980,0,2575.5,20,21.1,0.010448139,6.857843541,40.376,NaN,NaN,NaN,NaN
121274,380,2010,1,15,15,44,48,45.363753,-75.785563,2,0.6,28.2,60,0,980,0,2322.25,29,28.6,-0.026069871,5.778996221,NaN,NaN,NaN,NaN,NaN
121275,380,2010,1,15,15,44,49,45.36371,-75.785658,2,0.6,33.3,60,0,980,0,2378.25,37,35.15,-0.024410826,3.226174941,40.768,NaN,NaN,NaN,NaN
121276,380,2010,1,15,15,44,50,45.36366,-75.785767,2,0.6,37.8,60,0,980,0,NaN,NaN,38.15,-0.011463658,1.760623378,29.008,NaN,NaN,NaN,NaN
121277,380,2010,1,15,15,44,51,45.363608,-75.785883,2,0.6,39.3,60,0,980,0,2034.25,40,39.65,-0.013422385,1.903528245,34.104,NaN,NaN,NaN,NaN
121278,380,2010,1,15,15,44,52,45.363552,-75.786005,2,0.6,40.7,60,0,980,0,2158.25,42,41.35,-0.062896593,2.181136624,NaN,NaN,NaN,NaN,NaN
121279,380,2010,1,15,15,44,53,45.363495,-75.786133,2,0.6,43,60,0,980,0,1883.75,45,44,-0.036425291,1.723693013,37.24,NaN,NaN,NaN,NaN
121280,380,2010,1,15,15,44,54,45.363435,-75.786268,2,0.6,45.2,60,0,980,0,NaN,NaN,45.6,-0.111414994,1.429503649,25.088,NaN,NaN,NaN,NaN
121281,380,2010,1,15,15,44,55,45.363373,-75.786408,2,0.5,46.7,60,0,980,0,1911.75,47,46.85,-0.090323384,1.325877236,35.28,NaN,NaN,NaN,NaN
121282,380,2010,1,15,15,44,56,45.363312,-75.786553,2,0.5,48.2,60,0,980,0,1750,49,48.6,-0.005726314,0.832120076,NaN,NaN,NaN,NaN,NaN
121283,380,2010,1,15,15,44,57,45.363247,-75.786703,2,0.5,48.9,60,0,980,0,2014.5,NaN,49.2,-0.007279071,0.542518181,27.44,NaN,NaN,NaN,NaN
121284,380,2010,1,15,15,44,58,45.363182,-75.786855,2,0.5,49.6,60,0,980,0,NaN,50,49.8,0.044623649,0.87476487,20.384,NaN,NaN,NaN,NaN
121285,380,2010,1,15,15,44,59,45.363115,-75.78701,2,0.5,49.6,60,0,980,0,1980.5,51,50.3,0.039332958,1.297403221,33.32,NaN,NaN,NaN,NaN
121286,380,2010,1,15,15,45,0,45.363047,-75.787165,2,0.6,51.1,60,0,980,0,2076.25,53,52.05,0.013974615,1.060983057,NaN,NaN,NaN,NaN,NaN
121287,380,2010,1,15,15,45,1,45.362978,-75.787323,2,0.6,52.6,60,0,980,0,1812.75,NaN,53.05,0.004233239,0.485447828,34.104,NaN,NaN,NaN,NaN
121288,380,2010,1,15,15,45,2,45.362907,-75.787485,2,0.5,53.3,60,0,980,0,NaN,54,53.65,-0.030763986,0.501838367,23.912,NaN,NaN,NaN,NaN
121289,380,2010,1,15,15,45,3,45.362835,-75.78765,2,0.5,53.3,60,0,980,0,1449.5,54,53.65,-0.078648533,0.823587457,37.632,NaN,NaN,NaN,NaN
121290,380,2010,1,15,15,45,4,45.362763,-75.787817,2,0.5,54.1,60,0,980,0,1619,56,55.05,-0.012135411,0.59991257,NaN,NaN,NaN,NaN,NaN
121291,380,2010,1,15,15,45,5,45.362692,-75.787985,2,0.5,54.8,60,0,980,0,1890.75,NaN,55.4,0.109740575,0.388824287,29.008,NaN,NaN,NaN,NaN
121292,380,2010,1,15,15,45,6,45.362618,-75.788155,2,0.5,55.6,60,0,980,0,NaN,56,55.8,-0.008904053,0.443649173,20.384,NaN,NaN,NaN,NaN
121293,380,2010,1,15,15,45,7,45.362543,-75.788323,2,0.5,55.6,60,0,980,0,2113.75,57,56.3,-0.148037283,0.281852889,30.184,NaN,NaN,NaN,NaN
121294,380,2010,1,15,15,45,8,45.36247,-75.788495,2,0.5,56.3,60,0,980,0,1929,57,56.65,-0.038718934,0.161501341,NaN,NaN,NaN,NaN,NaN
121295,380,2010,1,15,15,45,9,45.362397,-75.78867,2,0.5,56.3,60,0,980,0,2157.5,NaN,56.65,0.096621818,0.57092056,34.104,NaN,NaN,NaN,NaN
121296,380,2010,1,15,15,45,10,45.362322,-75.788845,2,0.5,57,60,0,980,0,NaN,57,57,0.065045087,1.194996511,24.696,NaN,NaN,NaN,NaN
121297,380,2010,1,15,15,45,11,45.362245,-75.78902,2,0.5,57.8,60,0,980,0,2126.5,59,58.4,-0.004152796,1.045761798,NaN,NaN,NaN,NaN,NaN
121298,380,2010,1,15,15,45,12,45.362167,-75.7892,2,0.5,58.5,60,0,980,0,2150,61,59.75,-0.014064375,0.149471907,27.832,NaN,NaN,NaN,NaN
121299,380,2010,1,15,15,45,13,45.362088,-75.789382,2,0.5,59.3,60,0,980,0,1635.5,NaN,59.9,-0.033386038,-0.230069452,19.992,NaN,NaN,NaN,NaN
121300,380,2010,1,15,15,45,14,45.36201,-75.789563,2,0.5,58.5,60,0,980,0,NaN,60,59.25,0.00260182,-0.06948929,34.104,NaN,NaN,NaN,NaN
121301,380,2010,1,15,15,45,15,45.361932,-75.789745,2,0.5,59.3,60,0,980,0,1651,60,59.65,-0.012057046,-1.075313488,19.992,NaN,NaN,NaN,NaN
121302,380,2010,1,15,15,45,16,45.361853,-75.789927,2,0.5,59.3,60,0,980,0,1494,59,59.15,-0.037357031,-3.158669747,NaN,NaN,NaN,NaN,NaN
121303,380,2010,1,15,15,45,17,45.361778,-75.790103,2,0.5,56.3,60,0,980,0,1301.25,NaN,55.9,0.011310288,-4.880636176,19.992,NaN,NaN,NaN,NaN
121304,380,2010,1,15,15,45,18,45.361708,-75.790267,2,0.5,50.4,60,0,980,0,NaN,52,51.2,-0.000438814,-6.099171185,19.992,NaN,NaN,NaN,NaN
121305,380,2010,1,15,15,45,19,45.361645,-75.790413,2,0.5,45.2,60,0,980,0,1163.75,45,45.1,0.065255255,-5.213120318,NaN,NaN,NaN,NaN,NaN
121306,380,2010,1,15,15,45,20,45.36159,-75.790542,2,0.5,39.3,60,0,980,0,1010.75,37,38.15,0.01397193,-1.720800562,19.992,NaN,NaN,NaN,NaN
121307,380,2010,1,15,15,45,21,45.361538,-75.790657,2,0.5,36.3,60,0,980,0,NaN,NaN,36.9,-0.07894194,1.540824685,35.672,NaN,NaN,NaN,NaN
121308,380,2010,1,15,15,45,22,45.36149,-75.79077,2,0.5,37.8,60,0,980,0,2165.75,38,37.9,-0.027768627,3.184336711,42.728,NaN,NaN,NaN,NaN
121309,380,2010,1,15,15,45,23,45.361438,-75.790892,2,0.5,40.7,60,0,980,0,2398.5,43,41.85,0.0281229,3.342769906,NaN,NaN,NaN,NaN,NaN
121310,380,2010,1,15,15,45,24,45.361382,-75.791023,2,0.5,44.4,60,2,980,0,2534.75,NaN,44.95,0.039812432,2.956698091,47.824,NaN,NaN,NaN,NaN
121311,380,2010,1,15,15,45,25,45.36132,-75.791165,2,0.5,48.2,60,2,980,0,NaN,48,48.1,0.051252154,2.217039738,31.752,NaN,NaN,NaN,NaN
121312,380,2010,1,15,15,45,26,45.361255,-75.791315,2,0.5,50.4,60,2,980,0,2338.75,51,50.7,0.074642871,0.93072683,24.304,NaN,NaN,NaN,NaN
121313,380,2010,1,15,15,45,27,45.361187,-75.791468,2,0.5,51.1,60,2,980,0,2194.5,52,51.55,-0.05381445,-0.187973728,NaN,NaN,NaN,NaN,NaN
121314,380,2010,1,15,15,45,28,45.361118,-75.791623,2,0.5,51.1,60,2,980,0,1377.5,52,51.55,-0.012617848,-1.018108071,21.56,NaN,NaN,NaN,NaN
121315,380,2010,1,15,15,45,29,45.361052,-75.791778,2,0.5,50.4,60,2,980,0,NaN,NaN,50.45,0.004829174,-1.377848584,23.128,NaN,NaN,NaN,NaN
